NumPoints = 19635
X = 0.726249; Y = 0.561703
X = 0.643075; Y = 0.529767
X = 0.663751; Y = 0.47021
X = 0.667011; Y = 0.481102
X = 0.661555; Y = 0.481331
X = 0.665784; Y = 0.486258
X = 0.656866; Y = 0.484323
X = 0.651451; Y = 0.486629
X = 0.599694; Y = 0.546476
X = 0.597536; Y = 0.551821
X = 0.635855; Y = 0.497347
X = 0.639102; Y = 0.503208
X = 0.655617; Y = 0.605322
X = 0.664702; Y = 0.610013
X = 0.658789; Y = 0.611509
X = 0.66669; Y = 0.602012
X = 0.78821; Y = 0.626047
X = 0.739641; Y = 0.490689
X = 0.80362; Y = 0.508358
X = 0.806923; Y = 0.504264
X = 0.812063; Y = 0.500489
X = 0.628277; Y = 0.623147
X = 0.622163; Y = 0.622661
X = 0.617215; Y = 0.621743
X = 0.676895; Y = 0.458019
X = 0.662985; Y = 0.46105
X = 0.668966; Y = 0.45773
X = 0.724284; Y = 0.439997
X = 0.710538; Y = 0.442048
X = 0.716479; Y = 0.435615
X = 0.754217; Y = 0.464086
X = 0.752818; Y = 0.468966
X = 0.803056; Y = 0.608889
X = 0.64612; Y = 0.490398
X = 0.644238; Y = 0.485351
X = 0.652416; Y = 0.479924
X = 0.64733; Y = 0.480599
X = 0.689004; Y = 0.637949
X = 0.675051; Y = 0.643213
X = 0.688839; Y = 0.64357
X = 0.681771; Y = 0.644053
X = 0.756398; Y = 0.63307
X = 0.748507; Y = 0.633013
X = 0.77969; Y = 0.521724
X = 0.650493; Y = 0.615234
X = 0.646722; Y = 0.496403
X = 0.638568; Y = 0.486795
X = 0.641708; Y = 0.498729
X = 0.660865; Y = 0.453958
X = 0.657972; Y = 0.458785
X = 0.656006; Y = 0.464064
X = 0.798796; Y = 0.505187
X = 0.837746; Y = 0.534596
X = 0.832179; Y = 0.538884
X = 0.837675; Y = 0.518776
X = 0.838274; Y = 0.513374
X = 0.669032; Y = 0.622364
X = 0.662797; Y = 0.615799
X = 0.657656; Y = 0.617258
X = 0.594764; Y = 0.57292
X = 0.745693; Y = 0.625255
X = 0.756779; Y = 0.638086
X = 0.742564; Y = 0.639173
X = 0.751376; Y = 0.639767
X = 0.742731; Y = 0.633914
X = 0.602018; Y = 0.60907
X = 0.689358; Y = 0.478111
X = 0.825859; Y = 0.59787
X = 0.830211; Y = 0.59216
X = 0.820583; Y = 0.59479
X = 0.708163; Y = 0.655354
X = 0.713715; Y = 0.654388
X = 0.70288; Y = 0.65051
X = 0.723512; Y = 0.645715
X = 0.782866; Y = 0.461797
X = 0.786067; Y = 0.467711
X = 0.775659; Y = 0.463257
X = 0.586215; Y = 0.569947
X = 0.598587; Y = 0.568954
X = 0.59266; Y = 0.567484
X = 0.587101; Y = 0.575573
X = 0.597808; Y = 0.563499
X = 0.833493; Y = 0.586577
X = 0.667131; Y = 0.474659
X = 0.647839; Y = 0.62077
X = 0.639565; Y = 0.622855
X = 0.644672; Y = 0.624783
X = 0.822403; Y = 0.603808
X = 0.817829; Y = 0.609388
X = 0.722486; Y = 0.444679
X = 0.709698; Y = 0.447913
X = 0.59333; Y = 0.555516
X = 0.58877; Y = 0.562915
X = 0.605221; Y = 0.560955
X = 0.819357; Y = 0.49618
X = 0.814333; Y = 0.49493
X = 0.757325; Y = 0.471234
X = 0.658418; Y = 0.475529
X = 0.656754; Y = 0.469824
X = 0.579802; Y = 0.57174
X = 0.582473; Y = 0.579017
X = 0.579525; Y = 0.565829
X = 0.649576; Y = 0.501957
X = 0.83274; Y = 0.501183
X = 0.840419; Y = 0.501518
X = 0.840097; Y = 0.5074
X = 0.733725; Y = 0.442083
X = 0.734529; Y = 0.447518
X = 0.792178; Y = 0.479805
X = 0.800256; Y = 0.483215
X = 0.790068; Y = 0.484747
X = 0.662277; Y = 0.628099
X = 0.661607; Y = 0.621835
X = 0.667928; Y = 0.615755
X = 0.785113; Y = 0.483301
X = 0.651627; Y = 0.474158
X = 0.652782; Y = 0.458987
X = 0.658059; Y = 0.449036
X = 0.649834; Y = 0.453036
X = 0.666011; Y = 0.453548
X = 0.819002; Y = 0.489575
X = 0.827545; Y = 0.49173
X = 0.825854; Y = 0.496823
X = 0.696045; Y = 0.469582
X = 0.841386; Y = 0.526214
X = 0.738849; Y = 0.643239
X = 0.741828; Y = 0.647883
X = 0.747673; Y = 0.64667
X = 0.615205; Y = 0.501491
X = 0.613614; Y = 0.510438
X = 0.615118; Y = 0.516299
X = 0.697284; Y = 0.64197
X = 0.833255; Y = 0.581398
X = 0.70817; Y = 0.662302
X = 0.703334; Y = 0.660312
X = 0.847117; Y = 0.513065
X = 0.844955; Y = 0.519069
X = 0.848213; Y = 0.504536
X = 0.757328; Y = 0.627355
X = 0.760552; Y = 0.618378
X = 0.763338; Y = 0.63209
X = 0.760744; Y = 0.458619
X = 0.753761; Y = 0.4553
X = 0.750726; Y = 0.450315
X = 0.775868; Y = 0.644393
X = 0.780368; Y = 0.640806
X = 0.766537; Y = 0.637375
X = 0.770285; Y = 0.643056
X = 0.805493; Y = 0.632181
X = 0.792293; Y = 0.63106
X = 0.807099; Y = 0.626093
X = 0.798536; Y = 0.634457
X = 0.761617; Y = 0.464618
X = 0.808736; Y = 0.636165
X = 0.803662; Y = 0.638174
X = 0.812557; Y = 0.625426
X = 0.813228; Y = 0.63295
X = 0.811535; Y = 0.489815
X = 0.693304; Y = 0.648753
X = 0.698007; Y = 0.647049
X = 0.851787; Y = 0.516289
X = 0.854037; Y = 0.521168
X = 0.847082; Y = 0.523691
X = 0.583065; Y = 0.592538
X = 0.583282; Y = 0.599384
X = 0.583236; Y = 0.584948
X = 0.588577; Y = 0.582611
X = 0.620582; Y = 0.519379
X = 0.739732; Y = 0.441582
X = 0.837293; Y = 0.595082
X = 0.842252; Y = 0.582456
X = 0.840147; Y = 0.59032
X = 0.792764; Y = 0.561266
X = 0.833727; Y = 0.494496
X = 0.806138; Y = 0.485356
X = 0.667012; Y = 0.639305
X = 0.668714; Y = 0.649555
X = 0.678356; Y = 0.64873
X = 0.668238; Y = 0.644575
X = 0.57357; Y = 0.578592
X = 0.578806; Y = 0.587547
X = 0.644546; Y = 0.469642
X = 0.649386; Y = 0.467956
X = 0.607668; Y = 0.529489
X = 0.613222; Y = 0.526209
X = 0.753402; Y = 0.649206
X = 0.757439; Y = 0.643487
X = 0.606309; Y = 0.515164
X = 0.610676; Y = 0.520662
X = 0.618523; Y = 0.524466
X = 0.583311; Y = 0.560169
X = 0.705286; Y = 0.459388
X = 0.642808; Y = 0.477837
X = 0.732954; Y = 0.642972
X = 0.727254; Y = 0.634149
X = 0.72; Y = 0.431503
X = 0.710787; Y = 0.435447
X = 0.710936; Y = 0.42762
X = 0.74518; Y = 0.448231
X = 0.745173; Y = 0.442446
X = 0.743094; Y = 0.434577
X = 0.73659; Y = 0.437637
X = 0.659454; Y = 0.633221
X = 0.664608; Y = 0.633317
X = 0.656306; Y = 0.625431
X = 0.824171; Y = 0.487554
X = 0.832298; Y = 0.489646
X = 0.829278; Y = 0.485583
X = 0.810455; Y = 0.618974
X = 0.857005; Y = 0.52645
X = 0.862735; Y = 0.521924
X = 0.859428; Y = 0.514252
X = 0.851741; Y = 0.527205
X = 0.745037; Y = 0.426194
X = 0.752684; Y = 0.43514
X = 0.740871; Y = 0.429257
X = 0.748574; Y = 0.431929
X = 0.735047; Y = 0.428656
X = 0.748014; Y = 0.437137
X = 0.763005; Y = 0.641675
X = 0.716164; Y = 0.663741
X = 0.718715; Y = 0.654866
X = 0.736928; Y = 0.468419
X = 0.740868; Y = 0.465046
X = 0.768247; Y = 0.467101
X = 0.76685; Y = 0.461173
X = 0.765874; Y = 0.455962
X = 0.604331; Y = 0.509979
X = 0.609889; Y = 0.504906
X = 0.790152; Y = 0.63669
X = 0.79322; Y = 0.641741
X = 0.799194; Y = 0.640466
X = 0.684965; Y = 0.456384
X = 0.687073; Y = 0.461952
X = 0.697193; Y = 0.652566
X = 0.690167; Y = 0.65808
X = 0.690159; Y = 0.652855
X = 0.698208; Y = 0.462663
X = 0.733511; Y = 0.648121
X = 0.737809; Y = 0.651194
X = 0.660147; Y = 0.645299
X = 0.658913; Y = 0.639418
X = 0.632717; Y = 0.625975
X = 0.73678; Y = 0.422401
X = 0.728959; Y = 0.436523
X = 0.726378; Y = 0.425215
X = 0.704955; Y = 0.431734
X = 0.716139; Y = 0.428324
X = 0.702775; Y = 0.437865
X = 0.705816; Y = 0.443829
X = 0.786736; Y = 0.646354
X = 0.791418; Y = 0.649125
X = 0.797071; Y = 0.647798
X = 0.650536; Y = 0.630735
X = 0.673406; Y = 0.651758
X = 0.664039; Y = 0.652705
X = 0.678592; Y = 0.657897
X = 0.68443; Y = 0.655076
X = 0.701812; Y = 0.426968
X = 0.697748; Y = 0.438589
X = 0.695659; Y = 0.429643
X = 0.706622; Y = 0.423611
X = 0.762549; Y = 0.46994
X = 0.746318; Y = 0.421303
X = 0.706015; Y = 0.669054
X = 0.714525; Y = 0.66863
X = 0.698422; Y = 0.663866
X = 0.788471; Y = 0.456161
X = 0.790542; Y = 0.464726
X = 0.782173; Y = 0.45449
X = 0.774399; Y = 0.457694
X = 0.840416; Y = 0.600724
X = 0.830973; Y = 0.597473
X = 0.834792; Y = 0.604651
X = 0.843705; Y = 0.596768
X = 0.846045; Y = 0.5923
X = 0.768668; Y = 0.649474
X = 0.76319; Y = 0.65009
X = 0.774203; Y = 0.650144
X = 0.600976; Y = 0.519435
X = 0.6057; Y = 0.524602
X = 0.745316; Y = 0.413482
X = 0.751028; Y = 0.424525
X = 0.753213; Y = 0.416285
X = 0.640546; Y = 0.492999
X = 0.846508; Y = 0.499423
X = 0.84162; Y = 0.495227
X = 0.737355; Y = 0.65735
X = 0.732955; Y = 0.659867
X = 0.730731; Y = 0.653235
X = 0.744258; Y = 0.65832
X = 0.743503; Y = 0.652773
X = 0.851945; Y = 0.537045
X = 0.857666; Y = 0.533465
X = 0.842812; Y = 0.531055
X = 0.851286; Y = 0.492665
X = 0.84514; Y = 0.490145
X = 0.853626; Y = 0.499837
X = 0.604981; Y = 0.617118
X = 0.610903; Y = 0.618714
X = 0.822729; Y = 0.613012
X = 0.828303; Y = 0.608468
X = 0.676996; Y = 0.450454
X = 0.691634; Y = 0.457864
X = 0.685905; Y = 0.448713
X = 0.783762; Y = 0.446666
X = 0.775864; Y = 0.449439
X = 0.762522; Y = 0.450717
X = 0.768234; Y = 0.449314
X = 0.820487; Y = 0.480074
X = 0.815422; Y = 0.481532
X = 0.595585; Y = 0.619293
X = 0.602559; Y = 0.623864
X = 0.60799; Y = 0.622796
X = 0.598898; Y = 0.613987
X = 0.838064; Y = 0.577869
X = 0.840596; Y = 0.571762
X = 0.591401; Y = 0.549789
X = 0.585016; Y = 0.550464
X = 0.634417; Y = 0.475274
X = 0.634164; Y = 0.482162
X = 0.639078; Y = 0.472316
X = 0.697634; Y = 0.444773
X = 0.761208; Y = 0.442968
X = 0.766769; Y = 0.444267
X = 0.757077; Y = 0.447038
X = 0.772477; Y = 0.440769
X = 0.76561; Y = 0.434988
X = 0.733055; Y = 0.414282
X = 0.739427; Y = 0.415185
X = 0.728463; Y = 0.417004
X = 0.779105; Y = 0.443713
X = 0.590417; Y = 0.616458
X = 0.593379; Y = 0.611433
X = 0.590153; Y = 0.62349
X = 0.594198; Y = 0.62908
X = 0.752966; Y = 0.443209
X = 0.756301; Y = 0.439242
X = 0.753505; Y = 0.429971
X = 0.724939; Y = 0.650663
X = 0.653574; Y = 0.637258
X = 0.653515; Y = 0.644526
X = 0.739098; Y = 0.666754
X = 0.745893; Y = 0.665825
X = 0.752996; Y = 0.659053
X = 0.750832; Y = 0.653586
X = 0.719961; Y = 0.420873
X = 0.712853; Y = 0.420871
X = 0.729808; Y = 0.663811
X = 0.733617; Y = 0.668914
X = 0.739119; Y = 0.6759
X = 0.743387; Y = 0.670292
X = 0.632982; Y = 0.490813
X = 0.828657; Y = 0.477548
X = 0.835252; Y = 0.479182
X = 0.837762; Y = 0.486182
X = 0.825264; Y = 0.482389
X = 0.789664; Y = 0.471464
X = 0.79834; Y = 0.474262
X = 0.837345; Y = 0.470115
X = 0.844443; Y = 0.481974
X = 0.842745; Y = 0.473142
X = 0.840957; Y = 0.477956
X = 0.816912; Y = 0.618676
X = 0.82171; Y = 0.626971
X = 0.819631; Y = 0.632398
X = 0.564678; Y = 0.576821
X = 0.567028; Y = 0.585896
X = 0.572666; Y = 0.584017
X = 0.566569; Y = 0.571907
X = 0.568498; Y = 0.580362
X = 0.571771; Y = 0.57342
X = 0.580993; Y = 0.546501
X = 0.584198; Y = 0.541684
X = 0.578251; Y = 0.55276
X = 0.603344; Y = 0.534277
X = 0.719711; Y = 0.669793
X = 0.714955; Y = 0.674102
X = 0.723885; Y = 0.665585
X = 0.708898; Y = 0.675857
X = 0.757586; Y = 0.426292
X = 0.75863; Y = 0.420616
X = 0.728825; Y = 0.646152
X = 0.723207; Y = 0.659036
X = 0.694538; Y = 0.42477
X = 0.690854; Y = 0.436626
X = 0.689014; Y = 0.430599
X = 0.699837; Y = 0.421173
X = 0.688973; Y = 0.425513
X = 0.692333; Y = 0.420236
X = 0.727512; Y = 0.67269
X = 0.723136; Y = 0.678225
X = 0.594763; Y = 0.57869
X = 0.75538; Y = 0.40775
X = 0.750782; Y = 0.409731
X = 0.762287; Y = 0.416619
X = 0.759421; Y = 0.410943
X = 0.594622; Y = 0.538853
X = 0.598468; Y = 0.529498
X = 0.860718; Y = 0.540714
X = 0.843873; Y = 0.542879
X = 0.849127; Y = 0.54238
X = 0.854537; Y = 0.546566
X = 0.84644; Y = 0.536302
X = 0.580946; Y = 0.625379
X = 0.588541; Y = 0.632551
X = 0.585456; Y = 0.620257
X = 0.708809; Y = 0.417074
X = 0.703268; Y = 0.416161
X = 0.733395; Y = 0.675111
X = 0.668891; Y = 0.606719
X = 0.600263; Y = 0.541081
X = 0.728193; Y = 0.410185
X = 0.720704; Y = 0.413321
X = 0.706519; Y = 0.410785
X = 0.712954; Y = 0.408689
X = 0.713795; Y = 0.41362
X = 0.653238; Y = 0.621394
X = 0.809259; Y = 0.479841
X = 0.814569; Y = 0.640668
X = 0.727148; Y = 0.68142
X = 0.7681; Y = 0.421214
X = 0.763494; Y = 0.407659
X = 0.769555; Y = 0.415359
X = 0.700754; Y = 0.671503
X = 0.760528; Y = 0.433548
X = 0.641506; Y = 0.630306
X = 0.646243; Y = 0.637341
X = 0.764861; Y = 0.426676
X = 0.850775; Y = 0.509592
X = 0.867985; Y = 0.517025
X = 0.862625; Y = 0.508968
X = 0.859631; Y = 0.504752
X = 0.775961; Y = 0.418681
X = 0.770959; Y = 0.429257
X = 0.773595; Y = 0.424463
X = 0.867999; Y = 0.524959
X = 0.862525; Y = 0.528909
X = 0.854226; Y = 0.505465
X = 0.850365; Y = 0.532049
X = 0.839085; Y = 0.555721
X = 0.836421; Y = 0.559986
X = 0.784804; Y = 0.638138
X = 0.795413; Y = 0.466979
X = 0.868228; Y = 0.504316
X = 0.862836; Y = 0.53445
X = 0.869223; Y = 0.531112
X = 0.626575; Y = 0.481974
X = 0.630392; Y = 0.478383
X = 0.813305; Y = 0.612384
X = 0.68118; Y = 0.425587
X = 0.688867; Y = 0.415979
X = 0.684528; Y = 0.418484
X = 0.865687; Y = 0.499811
X = 0.858617; Y = 0.49791
X = 0.771397; Y = 0.655195
X = 0.77822; Y = 0.655567
X = 0.783427; Y = 0.650109
X = 0.636561; Y = 0.635035
X = 0.641725; Y = 0.639572
X = 0.632583; Y = 0.631429
X = 0.571886; Y = 0.59305
X = 0.849437; Y = 0.598837
X = 0.851875; Y = 0.592675
X = 0.844306; Y = 0.605047
X = 0.804792; Y = 0.651747
X = 0.793744; Y = 0.655741
X = 0.799243; Y = 0.653182
X = 0.804272; Y = 0.64316
X = 0.580787; Y = 0.616651
X = 0.585406; Y = 0.6283
X = 0.584945; Y = 0.612791
X = 0.788292; Y = 0.449215
X = 0.795087; Y = 0.456625
X = 0.796941; Y = 0.451211
X = 0.635641; Y = 0.463621
X = 0.644511; Y = 0.46459
X = 0.629852; Y = 0.47252
X = 0.63451; Y = 0.468757
X = 0.872729; Y = 0.509067
X = 0.873842; Y = 0.50403
X = 0.871631; Y = 0.49845
X = 0.77133; Y = 0.453427
X = 0.622108; Y = 0.560598
X = 0.588986; Y = 0.608625
X = 0.863979; Y = 0.492077
X = 0.88062; Y = 0.49754
X = 0.872397; Y = 0.493046
X = 0.837201; Y = 0.543464
X = 0.699276; Y = 0.412561
X = 0.629864; Y = 0.462122
X = 0.629448; Y = 0.467371
X = 0.634391; Y = 0.455688
X = 0.639764; Y = 0.458274
X = 0.629072; Y = 0.456958
X = 0.64393; Y = 0.452941
X = 0.649282; Y = 0.447997
X = 0.647421; Y = 0.458821
X = 0.651913; Y = 0.443255
X = 0.654822; Y = 0.453715
X = 0.62436; Y = 0.49091
X = 0.615161; Y = 0.491593
X = 0.572023; Y = 0.56824
X = 0.576224; Y = 0.56171
X = 0.835199; Y = 0.571459
X = 0.649129; Y = 0.650921
X = 0.655723; Y = 0.650224
X = 0.645027; Y = 0.64443
X = 0.713618; Y = 0.681233
X = 0.67121; Y = 0.449622
X = 0.658466; Y = 0.656058
X = 0.648188; Y = 0.656617
X = 0.839709; Y = 0.566621
X = 0.843115; Y = 0.576648
X = 0.627882; Y = 0.633918
X = 0.62775; Y = 0.628471
X = 0.63463; Y = 0.639725
X = 0.823824; Y = 0.474628
X = 0.812462; Y = 0.475347
X = 0.846439; Y = 0.613072
X = 0.839709; Y = 0.611427
X = 0.853622; Y = 0.606922
X = 0.568133; Y = 0.56478
X = 0.690948; Y = 0.445082
X = 0.730143; Y = 0.430189
X = 0.678509; Y = 0.442561
X = 0.673318; Y = 0.442575
X = 0.849594; Y = 0.483088
X = 0.61782; Y = 0.48694
X = 0.579178; Y = 0.596225
X = 0.575534; Y = 0.605467
X = 0.580948; Y = 0.608486
X = 0.799733; Y = 0.461251
X = 0.636396; Y = 0.645018
X = 0.63853; Y = 0.651758
X = 0.694224; Y = 0.637814
X = 0.843109; Y = 0.549031
X = 0.841279; Y = 0.538233
X = 0.836127; Y = 0.549748
X = 0.625205; Y = 0.474449
X = 0.767321; Y = 0.658837
X = 0.786432; Y = 0.655849
X = 0.630629; Y = 0.646589
X = 0.626072; Y = 0.643456
X = 0.854348; Y = 0.479546
X = 0.851766; Y = 0.473635
X = 0.848283; Y = 0.478201
X = 0.854463; Y = 0.487466
X = 0.661047; Y = 0.465698
X = 0.671535; Y = 0.558259
X = 0.743333; Y = 0.408421
X = 0.738487; Y = 0.406708
X = 0.642418; Y = 0.442588
X = 0.647867; Y = 0.439662
X = 0.770656; Y = 0.408946
X = 0.777806; Y = 0.411089
X = 0.681341; Y = 0.662239
X = 0.686901; Y = 0.648241
X = 0.687169; Y = 0.663141
X = 0.874262; Y = 0.528905
X = 0.869304; Y = 0.538839
X = 0.876603; Y = 0.536592
X = 0.872541; Y = 0.522732
X = 0.623221; Y = 0.647983
X = 0.627464; Y = 0.654257
X = 0.625105; Y = 0.638259
X = 0.875458; Y = 0.516625
X = 0.880786; Y = 0.5216
X = 0.642846; Y = 0.435436
X = 0.640263; Y = 0.447491
X = 0.633329; Y = 0.442976
X = 0.635767; Y = 0.436854
X = 0.630893; Y = 0.486161
X = 0.609092; Y = 0.498289
X = 0.703842; Y = 0.682502
X = 0.720005; Y = 0.685963
X = 0.713181; Y = 0.688837
X = 0.708228; Y = 0.687993
X = 0.742602; Y = 0.681304
X = 0.733269; Y = 0.683529
X = 0.746966; Y = 0.674277
X = 0.881025; Y = 0.540759
X = 0.882126; Y = 0.530929
X = 0.873185; Y = 0.545156
X = 0.884864; Y = 0.535581
X = 0.692332; Y = 0.411865
X = 0.695542; Y = 0.416075
X = 0.574015; Y = 0.541052
X = 0.57449; Y = 0.548191
X = 0.665411; Y = 0.658146
X = 0.670501; Y = 0.656371
X = 0.558398; Y = 0.574709
X = 0.563109; Y = 0.562621
X = 0.699278; Y = 0.685008
X = 0.714641; Y = 0.693784
X = 0.709771; Y = 0.696562
X = 0.702655; Y = 0.691623
X = 0.572289; Y = 0.553721
X = 0.569517; Y = 0.546826
X = 0.565662; Y = 0.552602
X = 0.617814; Y = 0.478474
X = 0.617501; Y = 0.472907
X = 0.6213; Y = 0.468205
X = 0.890173; Y = 0.542888
X = 0.881465; Y = 0.550701
X = 0.878407; Y = 0.545088
X = 0.620101; Y = 0.460247
X = 0.622869; Y = 0.449465
X = 0.629337; Y = 0.451259
X = 0.662004; Y = 0.666104
X = 0.671588; Y = 0.665558
X = 0.666943; Y = 0.663647
X = 0.850104; Y = 0.552126
X = 0.855198; Y = 0.541548
X = 0.596574; Y = 0.607316
X = 0.591758; Y = 0.543487
X = 0.699154; Y = 0.657258
X = 0.693327; Y = 0.664291
X = 0.684479; Y = 0.434914
X = 0.676033; Y = 0.419716
X = 0.674748; Y = 0.432105
X = 0.672662; Y = 0.426018
X = 0.771956; Y = 0.435204
X = 0.777276; Y = 0.436626
X = 0.782053; Y = 0.438741
X = 0.775998; Y = 0.431645
X = 0.783691; Y = 0.663929
X = 0.788106; Y = 0.660622
X = 0.856977; Y = 0.602091
X = 0.857331; Y = 0.59324
X = 0.725079; Y = 0.433115
X = 0.808812; Y = 0.646147
X = 0.802815; Y = 0.466544
X = 0.806698; Y = 0.470967
X = 0.803019; Y = 0.476421
X = 0.728996; Y = 0.688226
X = 0.71938; Y = 0.695447
X = 0.723786; Y = 0.689301
X = 0.668899; Y = 0.672903
X = 0.663914; Y = 0.671084
X = 0.854307; Y = 0.616328
X = 0.860057; Y = 0.607099
X = 0.859221; Y = 0.612179
X = 0.589613; Y = 0.534661
X = 0.658434; Y = 0.443225
X = 0.662815; Y = 0.44719
X = 0.662586; Y = 0.440396
X = 0.816771; Y = 0.469595
X = 0.827908; Y = 0.465588
X = 0.823638; Y = 0.468353
X = 0.833533; Y = 0.473415
X = 0.624352; Y = 0.660405
X = 0.632543; Y = 0.657272
X = 0.618209; Y = 0.656075
X = 0.618305; Y = 0.650304
X = 0.632746; Y = 0.651244
X = 0.631497; Y = 0.662898
X = 0.754691; Y = 0.475835
X = 0.58174; Y = 0.533635
X = 0.618267; Y = 0.629908
X = 0.622538; Y = 0.633046
X = 0.859857; Y = 0.488044
X = 0.869043; Y = 0.486486
X = 0.573905; Y = 0.529913
X = 0.58526; Y = 0.527951
X = 0.578247; Y = 0.5243
X = 0.574071; Y = 0.535748
X = 0.707632; Y = 0.403452
X = 0.713381; Y = 0.401686
X = 0.72075; Y = 0.403594
X = 0.722934; Y = 0.408337
X = 0.56429; Y = 0.544394
X = 0.561901; Y = 0.549275
X = 0.574482; Y = 0.598237
X = 0.828309; Y = 0.620666
X = 0.83193; Y = 0.615774
X = 0.677543; Y = 0.668904
X = 0.682767; Y = 0.669111
X = 0.881673; Y = 0.489862
X = 0.887823; Y = 0.498193
X = 0.878693; Y = 0.506321
X = 0.885437; Y = 0.503012
X = 0.619423; Y = 0.641303
X = 0.61397; Y = 0.634752
X = 0.590385; Y = 0.52051
X = 0.583314; Y = 0.519062
X = 0.593892; Y = 0.527184
X = 0.685077; Y = 0.41115
X = 0.699545; Y = 0.406276
X = 0.692107; Y = 0.404813
X = 0.557008; Y = 0.58421
X = 0.553051; Y = 0.571001
X = 0.553811; Y = 0.579366
X = 0.561562; Y = 0.570486
X = 0.561135; Y = 0.580563
X = 0.576236; Y = 0.61304
X = 0.702472; Y = 0.399041
X = 0.696957; Y = 0.398904
X = 0.640329; Y = 0.657078
X = 0.644065; Y = 0.65295
X = 0.643729; Y = 0.662946
X = 0.651202; Y = 0.662807
X = 0.65617; Y = 0.661566
X = 0.59569; Y = 0.508048
X = 0.600541; Y = 0.50493
X = 0.694956; Y = 0.672339
X = 0.699348; Y = 0.678852
X = 0.602875; Y = 0.630939
X = 0.608097; Y = 0.628068
X = 0.614179; Y = 0.626927
X = 0.611693; Y = 0.482413
X = 0.607909; Y = 0.48729
X = 0.886124; Y = 0.482754
X = 0.877371; Y = 0.487215
X = 0.889634; Y = 0.489095
X = 0.878069; Y = 0.480876
X = 0.85561; Y = 0.551519
X = 0.864344; Y = 0.544199
X = 0.635284; Y = 0.450598
X = 0.884695; Y = 0.474128
X = 0.872895; Y = 0.48246
X = 0.872598; Y = 0.476265
X = 0.882908; Y = 0.478847
X = 0.877206; Y = 0.471893
X = 0.700887; Y = 0.450867
X = 0.700458; Y = 0.455855
X = 0.695074; Y = 0.451976
X = 0.689937; Y = 0.668191
X = 0.867091; Y = 0.475955
X = 0.87113; Y = 0.469921
X = 0.865508; Y = 0.481187
X = 0.655252; Y = 0.671749
X = 0.649836; Y = 0.670382
X = 0.653376; Y = 0.656719
X = 0.564102; Y = 0.597186
X = 0.570529; Y = 0.602848
X = 0.566106; Y = 0.592446
X = 0.827947; Y = 0.602539
X = 0.679559; Y = 0.412323
X = 0.893395; Y = 0.504073
X = 0.882935; Y = 0.511154
X = 0.88869; Y = 0.508145
X = 0.849679; Y = 0.583788
X = 0.845959; Y = 0.587193
X = 0.777515; Y = 0.661685
X = 0.771363; Y = 0.662157
X = 0.762746; Y = 0.65664
X = 0.569864; Y = 0.526023
X = 0.564802; Y = 0.527381
X = 0.56681; Y = 0.532869
X = 0.571015; Y = 0.558767
X = 0.836834; Y = 0.528981
X = 0.71902; Y = 0.398333
X = 0.729414; Y = 0.400593
X = 0.726527; Y = 0.39636
X = 0.612406; Y = 0.648232
X = 0.612223; Y = 0.658602
X = 0.612974; Y = 0.663891
X = 0.618747; Y = 0.665283
X = 0.558676; Y = 0.565143
X = 0.553637; Y = 0.565744
X = 0.546569; Y = 0.569523
X = 0.5459; Y = 0.576935
X = 0.859146; Y = 0.477592
X = 0.781154; Y = 0.422136
X = 0.676709; Y = 0.676708
X = 0.681879; Y = 0.674572
X = 0.806609; Y = 0.615109
X = 0.804165; Y = 0.457603
X = 0.850336; Y = 0.466722
X = 0.843965; Y = 0.464005
X = 0.792672; Y = 0.664131
X = 0.780974; Y = 0.66881
X = 0.786599; Y = 0.669537
X = 0.786731; Y = 0.440795
X = 0.682868; Y = 0.403996
X = 0.676266; Y = 0.407822
X = 0.775081; Y = 0.666922
X = 0.747356; Y = 0.404381
X = 0.76008; Y = 0.403609
X = 0.754664; Y = 0.402155
X = 0.579554; Y = 0.53923
X = 0.565062; Y = 0.537853
X = 0.846795; Y = 0.56083
X = 0.852352; Y = 0.561798
X = 0.858313; Y = 0.556632
X = 0.598092; Y = 0.524065
X = 0.667495; Y = 0.445025
X = 0.66982; Y = 0.435127
X = 0.663427; Y = 0.432235
X = 0.655249; Y = 0.433626
X = 0.731992; Y = 0.692921
X = 0.726774; Y = 0.696757
X = 0.683896; Y = 0.442715
X = 0.860335; Y = 0.470347
X = 0.718589; Y = 0.702906
X = 0.722918; Y = 0.700138
X = 0.714523; Y = 0.698947
X = 0.892842; Y = 0.49716
X = 0.899021; Y = 0.509855
X = 0.899292; Y = 0.496095
X = 0.890993; Y = 0.513641
X = 0.899526; Y = 0.50465
X = 0.857763; Y = 0.623448
X = 0.859564; Y = 0.618227
X = 0.852144; Y = 0.623401
X = 0.863924; Y = 0.615721
X = 0.776697; Y = 0.631359
X = 0.892616; Y = 0.532119
X = 0.887657; Y = 0.527768
X = 0.893727; Y = 0.53898
X = 0.885207; Y = 0.544363
X = 0.649574; Y = 0.641292
X = 0.81263; Y = 0.650361
X = 0.803031; Y = 0.660413
X = 0.809234; Y = 0.659889
X = 0.859381; Y = 0.465286
X = 0.866196; Y = 0.469083
X = 0.862291; Y = 0.46097
X = 0.709724; Y = 0.702079
X = 0.818454; Y = 0.643909
X = 0.627906; Y = 0.438264
X = 0.626443; Y = 0.443974
